ISSUER,full_name,Aberdeen Asset Managers Ltd.Standard Life,Against Comments Aberdeen Asset Managers Ltd.Standard Life,AllianceBernstein LP,Against Comments AllianceBernstein LP,Allianz Global Investors GmbH,Against Comments Allianz Global Investors GmbH,Amundi Asset Management SA (Investment Management),Against comments Amundi Asset Management SA (Investment Management),APG Asset Management NV,Against comments APG Asset Management NV,Artemis Investment Management LLP,Against comments Artemis Investment Management LLP,Aviva Investors Global Services Ltd.,Against Comments Aviva Investors Global Services Ltd.,AXA Investment Managers (Paris) SA,Against Comments AXA Investment Managers (Paris) SA,Baillie Gifford & Co.,Against Comments Baillie Gifford & Co.,"Blackrock, Inc","Against Comments Blackrock, Inc",BMO Global Asset Management,Against comments BMO Global Asset Management,BNP Paribas Asset Management France SAS,Against comments BNP Paribas Asset Management France SAS,"Boston Partners Global Investors, Inc.","Against comments Boston Partners Global Investors, Inc.",Brandes Investment Partners LP,Against comments Brandes Investment Partners LP,California State Teachers' Retirement System,Against Comments California State Teachers' Retirement System,Canada Pension Plan Investment Board,Against comments Canada Pension Plan Investment Board,Candriam Investors Group,Against Comments Candriam Investors Group,Capital Research & Management Co. (World Investors),Against Comments Capital Research & Management Co. (World Investors),"Charles Schwab Investment Management, Inc.","Against Comments Charles Schwab Investment Management, Inc.","CI Investments, Inc","Against Comments CI Investments, Inc",Colorado Public Employees' Retirement Association,Against comments Colorado Public Employees' Retirement Association,Credit Suisse Asset Management (Schweiz) AG,Against comments Credit Suisse Asset Management (Schweiz) AG,Deka Investment GmbH,Against comments Deka Investment GmbH,Dimensional Fund Advisors LP,Against Comments Dimensional Fund Advisors LP,FIL Investment Advisors (UK) Ltd.,Against Comments FIL Investment Advisors (UK) Ltd.,First Sentier Investors,Against Comments First Sentier Investors,Florida RSTF,Against comments Florida RSTF,Gresham House Asset Management,Against Comments Gresham House Asset Management,Guardians of New Zealand Superannuation,Against Comments Guardians of New Zealand Superannuation,Hermes EOS,Against comments Hermes EOS,HSBC Global Asset Management (UK) Ltd.,Against comments HSBC Global Asset Management (UK) Ltd.,Invesco Asset Management Ltd.,Against Comments Invesco Asset Management Ltd.,Irish Life Investment Managers Ltd.,Against Comments Irish Life Investment Managers Ltd.,Janus Henderson Investors,Against Comments Janus Henderson Investors,Jennison Associates LLC,Against Comments Jennison Associates LLC,Jupiter Asset Management Ltd.,Against comments Jupiter Asset Management Ltd.,La Banque Postale Asset Management SA,Against Comments La Banque Postale Asset Management SA,Legal & General,Against Comments Legal & General,LGPS Central,Against comments LGPS Central,Liontrust Sustainable Investments,Against Comments Liontrust Sustainable Investments,M&G Investment Management Ltd,Against Comments M&G Investment Management Ltd,Manulife Investment Management (US) LLC,Against Comments Manulife Investment Management (US) LLC,Massachusetts Financial Services Co.,Against Comments Massachusetts Financial Services Co.,MEAG MUNICH ERGO Kapitalanlagegesellschaft mbH,Against Comments MEAG MUNICH ERGO Kapitalanlagegesellschaft mbH,Mellon Investments Corp.,Against comments Mellon Investments Corp.,Natixis,Against Comments Natixis,NBIM,Against Comments NBIM,NFU Mutual,Against comments NFU Mutual,"Nikko Asset Management Co., Ltd.","Against Comments Nikko Asset Management Co., Ltd.",Ninety One UK Ltd.,Against comments Ninety One UK Ltd.,Nordea Investment Management AB (Denmark),Against Comments Nordea Investment Management AB (Denmark),Northern Trust Global Investments Ltd,Against Comments Northern Trust Global Investments Ltd,Ossiam SA,Against Comments Ossiam SA,Ostrum Asset Management SA,Against Comments Ostrum Asset Management SA,PGGM,Against comments PGGM,Pictet Asset Management SA,Against CommentsPictet Asset Management SA,Principal Global Investors LLC,Against Comments Principal Global Investors LLC,Rathbones Investment Management,Against Comments Rathbones Investment Management,"RBC Global Asset Management, Inc.","Against comments RBC Global Asset Management, Inc.",River and Mercantile Asset Management,Against Comments River and Mercantile Asset Management,Robeco Institutional Asset Management BV,Against comments Robeco Institutional Asset Management BV,Royal London Asset Management Ltd,Against Comments Royal London Asset Management Ltd,Russell Investment Management LLC,Against Comments Russell Investment Management LLC,Schroder Investment Management Ltd.,Against Comments Schroder Investment Management Ltd.,SEB Investment Management AB,Against Comments SEB Investment Management AB,State Street Global Advisors Ltd.,Against comments State Street Global Advisors Ltd.,Storebrand Asset Management AS,Against Comments Storebrand Asset Management AS,Swedbank Robur Fonder AB,Against Comments Swedbank Robur Fonder AB,Sycomore Asset Management SA,Against Comments Sycomore Asset Management SA,"T. Rowe Price Associates, Inc.","Against Comments T. Rowe Price Associates, Inc.",The Caisse de depot et placement du Quebec,Against Comments The Caisse de depot et placement du Quebec,The California Public Employees Retirement System,Against comments The California Public Employees Retirement System,"The Vanguard Group, Inc.","Against comments The Vanguard Group, Inc.",Threadneedle Asset Management Ltd.,Against Comments Threadneedle Asset Management Ltd.,TOBAM SAS,Against Comments TOBAM SAS,UBS Asset Management Switzerland AG,Against Comments UBS Asset Management Switzerland AG,Unicorn Asset Management,Against Comments Unicorn Asset Management,USS Investment Management Ltd,Against Comments USS Investment Management Ltd,Zurcher Kantonalbank (Investment Management),Against Comments Zurcher Kantonalbank (Investment Management),Mackenzie Financial Corp.,Against Comments Mackenzie Financial Corp.,TIAA-CREF Investment Management LLC,Against Comments TIAA-CREF Investment Management LLC,Union Investment,Against Comments Union Investment,Franklin Templeton Fund Management Ltd,Against Comments Franklin Templeton Fund Management Ltd,Guardians of New Zealand Superannuation,Against Comments Guardians of New Zealand Superannuation,Harris Associates LP,Against comments Harris Associates LP,Eaton Vance Management,Against Comments Eaton Vance Management,Aberdeen Asset Managers Ltd.Standard Life,Against Comments Aberdeen Asset Managers Ltd.Standard Life,J.O. Hambro Capital Management Ltd.,Against comments J.O. Hambro Capital Management Ltd.,Handelsbanken Asset Management,Against Comments Handelsbanken Asset Management,NNIP Advisors BV,Against Comments NNIP Advisors BV,Lazard Asset Management LLC,Against Comments Lazard Asset Management LLC,Artisan Partners,Against comments Artisan Partners
BT Group Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,For,No comment available,Against,"Pay ratio is excessive (CEO vs employee), Lack of performance related pay, Company is not an accredited Living Wage Employer",No voting information available,No comment available,For,No comment available,For,No comment available,Did Not Vote,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,Against,We do not support the proposal as it does not protect or enhance long-term shareholder value creation.,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,Against,The grants under the long-term incentive plan are not sufficiently performance based.,For,No comments available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting informatin available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,Against,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Bunzl Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comments available,No voting information available,No comment available,Against,"Inappropriate discretionary payments, Pay ratio is excessive (CEO vs employee), Company is not an accredited Living Wage Employer",No voting information available,No comment available,For ,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,Against,The total short-term remuneration is more than 150% of base salary.- Total variable remuneration is more than 350% of base salary.,For,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,Against,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,Against,We do not support the proposal as it does not protect or enhance long-term shareholder value creation.,For,No comments available,No voting information available,No comment available,For,No comment available,Against,The grants under the long-term incentive plan are not sufficiently performance based.,For,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comments available,For,No comment available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,Against,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Burberry Group Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,Against,No comment available,No voting information available,No comments available,Against,Recruitment awards are not awarded in the form of shares or are not subject to performance criteria CFO Kate Ferry joined the Board on 17 July 2023. She received cash incentives on a like-for-like basis to those forfeited on leaving her previous employer.,Against,"Poor performance linkage, Lack of bonus deferral, Concerns over generosity of arrangements",For,No comment available,For ,No comment available,For,No comment available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,Against,Pay is misaligned with EOS remuneration principles,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,Against,We do not support the proposal as it does not protect or enhance long-term shareholder value creation.,For,No comments available,No voting information available,No comment available,For,No comment available,Against,The grants under the long-term incentive plan are not sufficiently performance based.,For,No comments available,No voting information available,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting informatin available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,Against,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Centrica,Approve Remuneration Report,Against,"We have concerns regarding the significant vesting outcome of the 2021 Long Term Incentive Plan. While we recognise that there was no significant reduction in share price between the awards granted May and June 2021, we have concerns that the company reverted to a 300% of salary incentive award and there was no subsequent adjustment on vesting for windfall gains despite the depressed share price at grant. We additionally have concerns regarding the reputational impact of such a significant award.",For,No comment available,For,No comment available,Against,No comment available,No voting information available,No comments available,No voting information available,No comment available,Against,Pay ratio is excessive (CEO vs employee),Against,Remuneration Policy not aligned with long-term shareholder interests.,For,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,Against,The total short-term remuneration is more than 150% of base salary.- Total variable remuneration is more than 350% of base salary.- Total remuneration is more than two times the median of peers.,No voting information available,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,Against,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comment available,Against,The grants under the long-term incentive plan are not sufficiently performance based,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comments available,Against,The remuneration assessment framework shows a lack of adequate structure,For,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,Against,"We have concerns regarding the significant vesting outcome of the 2021 Long Term Incentive Plan. While we recognise that there was no significant reduction in share price between the awards granted May and June 2021, we have concerns that the company reverted to a 300% of salary incentive award and there was no subsequent adjustment on vesting for windfall gains despite the depressed share price at grant. We additionally have concerns regarding the reputational impact of such a significant award.",For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Compass Group Plc,Approve Remuneration Report,For,No comments available,For,No comment available,Abstain,AllianzGI believes it is in the interest of investors to understand (retrospectively) targets set by executives by the board as well as performance against these targets. We expect companies to set robust targets.,Against,No comment available,For,No comments available,No voting information available,No comment available,Against,"Pay ratio is excessive (CEO vs employee), Too much vesting at threshold or median performance",For,No comment available,For,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comments available,Against,The total short-term remuneration is more than 150% of base salary.- Total variable remuneration is more than 350% of base salary.,No voting information available,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,Against,No comment available,For,No comment available,For,No comment available,For,No comments available,For,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comment available,For,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comments available,For,No comments available,For ,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,Against,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comment available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,For,No comments available
ConvaTec Group,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,Against,No comment available,For,No comments available,No voting information available,No comment available,Abstain,"Too much vesting at threshold or median performance, Lack of linkage to E&S issues",For,No comment available,No voting information available,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,Against,The total short-term remuneration is more than 150% of base salary.- Total remuneration is more than two times the median of peers.,No voting information available,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,Against,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,Did Not Vote,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informationa available,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information availabale,No comment available,No voting information available,No comments available,For,No comments available,Against,No comments available,For,No comment available,No voting information available,No comment available,For,No comments available,No voting informatin available,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comments available
Croda International Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,For,No comment available,Against,No comments available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,Against,It should not be easier to achieve the LTI going forward and the incentives should take account of the destocking and deleverage because of it.,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,For,No comment available,"Against, For",Split vote-No comments available,For,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,For,No comments available,"For, Against",Split vote - No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information availabale,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
DCC Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,Against,No comment available,No voting information available,No comments available,No voting information available,No comment available,Against,Lack of retrospective disclosure on bonus awards,For,No comment available,No voting information available,No comment available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,No comments available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,Against,No comments available,For,No comments available,For,No comment available,Against,No comments available,For,No comment available,No voting information available,No comments available,Against,STI safety component payout ,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,Against,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comment available,Against,STI safety component payout,For,No comments available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,Abstain,We raise some concerns over the committeei¿½s assessment to bonus safety outcomes given a full payout in spite of a fatality at the company's operations during the year. ,No voting information available,No comment available,Against,Support for this proposal is not warranted as the bonus safety metric paid out in full despite one fatality during the period.,No voting information available,No comment available,No voting informatin available,No comment available,Did Not Vote,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,Against,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information availabale,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Diageo Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,For,No comment available,For,No comments available,No voting information available,No comment available,Against,"Too much vesting at threshold or median performance, Concerns over generosity of arrangements",For,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,Against,Pay is misaligned with EOS remuneration principles,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,For,No comment available,For,No comments available,For,No comments available,No voting information available,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comments available,Abstain,We have some concerns over the bonus payment outcomes given the share price performance during the year and we would welcome an engagement opportunity to discuss some of the revised target ranges for the FY2025 LTIP awards.,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting informatin available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
DS Smith Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,Against,No comment available,No voting information available,No comments available,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comment available,For,No comments available,Against,The performance period of the LTIP is less than three years.,No voting information available,No comment available,For,No comments available,For,No comments available,No voting information available,No comments available,For,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comments available,For ,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting informatin available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informationa available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information availabale,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting informatin available,No comment available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
Endeavour Mining Plc,Approve Remuneration Report,For,No comments available,For,No comment available,For,No comment available,For,No comment available,No voting information available,No comments available,No voting information available,No comment available,Against,"Company is not an accredited Living Wage Employer, Too much vesting at threshold or median performance",For,No comment available,For,No comment available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comments available,Against,Total variable remuneration is more than 350% of base salary.- Total remuneration is more than two times the median of peers.,No voting information available,No comment available,For ,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,For,No comments available,For,No comment available,No voting information available,No comments available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,Against,We consider the quantum of the total pay excessive.,For,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,No voting information available,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comment available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comments available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,For,No comments available,For,No comments available,No voting information available,No comment available,"Against, For",Split vote-No comments available,No voting information available,No comments available,For,No comments available,Against,Threshold vesting is high. ,For,No comment available,Against,Remuneration Metric Concerns: Less than 50% of STI targets are financial.,No voting information available,No comment available,For,No comment available,Did Not Vote,No comment available,No voting information available,No comment available,No voting information available,No comment available,For,No comments available,No voting informationa available,No comment available,For,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information available,No comment available,For,No comments available,No voting information availabale,No comment available,No voting information available,No comments available,For,No comments available,For,No comments available,For,No comment available,No voting information available,No comment available,No voting information available,No comments available,For,No comment available,For,No comments available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comment available,No voting information available,No comments available
